audio_filename,transcription,video_id,segment_num,start_time,duration,timestamp_range,transcription_length
0OQrHM5y4yE_seg015.wav,"ALRIGHT, WE'RE NUMBER 2 AND CLEARED TO LAND RUNWAY 16, UP JET 325.",0OQrHM5y4yE,15,66,3,[01:06 - 01:09],66
0OQrHM5y4yE_seg016.wav,"GOODSPEED 848, YOU CAN MAKE THE RIGHT AT L AND THEN CONTACT GROUND.",0OQrHM5y4yE,16,94,2,[01:34 - 01:36],67
0OQrHM5y4yE_seg017.wav,"RIGHT AT L AND GROUND. AND WE'LL LET YOU HAVE A PHONE NUMBER, CAUSE WE DID NOT ACCEPT ANY HOLD SHORT FOR RUNWAY 11. GOODSPEED 848.",0OQrHM5y4yE,17,97,7,[01:37 - 01:44],130
0OQrHM5y4yE_seg018.wav,"UP JET 325, RIGHT H, CONTACT GROUND.",0OQrHM5y4yE,18,108,2,[01:48 - 01:50],36
0OQrHM5y4yE_seg019.wav,"RIGHT H, CONTACT GROUND, UP JET 325.",0OQrHM5y4yE,19,111,2,[01:51 - 01:53],36
0OQrHM5y4yE_seg020.wav,"TOWER, GOODSPEED 848, DID YOU COPY?",0OQrHM5y4yE,20,117,2,[01:57 - 01:59],35
0OQrHM5y4yE_seg021.wav,"ROGER, I'M WAITING FOR THAT NUMBERS.",0OQrHM5y4yE,21,123,1,[02:03 - 02:04],36
0OQrHM5y4yE_seg022.wav,STAND BY!,0OQrHM5y4yE,22,125,1,[02:05 - 02:06],9
0OQrHM5y4yE_seg023.wav,"GOODSPEED 848, YOU CAN CALL GROUND .82. THEY'LL GIVE IT TO YOU.",0OQrHM5y4yE,23,128,3,[02:08 - 02:11],63
0OQrHM5y4yE_seg024.wav,"ALRIGHT, OVER TO GROUND, GOODSPEED 848.",0OQrHM5y4yE,24,132,1,[02:12 - 02:13],39
0OQrHM5y4yE_seg025.wav,"GOODSPEED 848, TAXI VIA K, M.",0OQrHM5y4yE,25,137,1,[02:17 - 02:18],29
0OQrHM5y4yE_seg026.wav,"K, M, GOODSPEED 848. AND IF YOU CAN PROVIDE US A PHONE NUMBER.",0OQrHM5y4yE,26,139,3,[02:19 - 02:22],62
0OQrHM5y4yE_seg027.wav,I'LL HAVE IT HERE IN A SECOND.,0OQrHM5y4yE,27,143,1,[02:23 - 02:24],30
0OQrHM5y4yE_seg028.wav,"GOODSPEED 848, I GOT IT WHEN YOU'RE READY.",0OQrHM5y4yE,28,148,2,[02:28 - 02:30],42
0OQrHM5y4yE_seg029.wav,"WE'RE READY, GOODSPEED...",0OQrHM5y4yE,29,151,1,[02:31 - 02:32],25
0OQrHM5y4yE_seg030.wav,IT'S GONNA BE 914-***-****... ...EXTENSION 5.,0OQrHM5y4yE,30,153,6,[02:33 - 02:39],45
0OQrHM5y4yE_seg031.wav,"ALRIGHT, 914-***-****... ...EXTENSION... EXTENSION 5, GOODSPEED 848.",0OQrHM5y4yE,31,160,8,[02:40 - 02:48],68
0Oh_4i5yL2s_seg003.wav,KORD CHICAGO O'HARE INTERNATIONAL AIRPORT,0Oh_4i5yL2s,3,9,4,[00:09 - 00:13],41
0Oh_4i5yL2s_seg004.wav,N220KW BEECHCRAFT 200 SUPER KING AIR,0Oh_4i5yL2s,4,15,5,[00:15 - 00:20],36
0Oh_4i5yL2s_seg005.wav,"CHICAGO APPROACH, 220KW, WE'RE GOING AROUND. WE'RE MINIMUM FUEL AT THIS TIME NOW.",0Oh_4i5yL2s,5,15,3,[00:15 - 00:18],81
0Oh_4i5yL2s_seg006.wav,"N0KW, ROGER, YOU SHOULD BE WITH TOWER.",0Oh_4i5yL2s,6,22,2,[00:22 - 00:24],38
0Oh_4i5yL2s_seg007.wav,THEY TOLD US TO GO AROUND AND CONTACT YOU.,0Oh_4i5yL2s,7,25,2,[00:25 - 00:27],42
0Oh_4i5yL2s_seg008.wav,ROGER.,0Oh_4i5yL2s,8,28,1,[00:28 - 00:29],6
0Oh_4i5yL2s_seg009.wav,"N0KW, TURN LEFT HEADING 30... CORRECTION, 320, MAINTAIN 3,000.",0Oh_4i5yL2s,9,35,5,[00:35 - 00:40],62
0Oh_4i5yL2s_seg010.wav,"320 AND 3,000, 0KW.",0Oh_4i5yL2s,10,41,2,[00:41 - 00:43],19
0Oh_4i5yL2s_seg011.wav,"N0KW, SAY YOUR FLIGHT CONDITIONS.",0Oh_4i5yL2s,11,48,2,[00:48 - 00:50],33
0Oh_4i5yL2s_seg012.wav,"WE'RE VMC, 0KW, WE'RE MINIMUM FUEL.",0Oh_4i5yL2s,12,51,3,[00:51 - 00:54],35
0Oh_4i5yL2s_seg013.wav,"ROGER. DO YOU THINK YOU'D BE ABLE TO DO A VISUAL APPROACH IF I KEPT YOU AT 3,000 OR LOWER?",0Oh_4i5yL2s,13,54,5,[00:54 - 00:59],90
0Oh_4i5yL2s_seg014.wav,"AFFIRMATIVE, I CAN SEE YOU RIGHT NOW.",0Oh_4i5yL2s,14,59,2,[00:59 - 01:01],37
0Oh_4i5yL2s_seg015.wav,"OKAY, AND I'LL HAVE YOU INBOUND FOR YOU SHORTLY. FLY HEADING 320 FOR NOW.",0Oh_4i5yL2s,15,62,4,[01:02 - 01:06],73
0Oh_4i5yL2s_seg016.wav,"320 FOR NOW, 0KW.",0Oh_4i5yL2s,16,67,2,[01:07 - 01:09],17
0Oh_4i5yL2s_seg017.wav,"0KW, AMEND THE ALTITUDE, MAINTAIN 2,500.",0Oh_4i5yL2s,17,72,3,[01:12 - 01:15],40
0Oh_4i5yL2s_seg018.wav,"2,500, 0KW.",0Oh_4i5yL2s,18,75,1,[01:15 - 01:16],11
0Oh_4i5yL2s_seg019.wav,"AMERICAN... CORRECTION, KING AIR 0KW, YOU'LL BE FOLLOWING THE EMBRAER 170 AT 4,000. THEY'RE 10 MILES TO THE WEST, INBOUND FOR 9L.",0Oh_4i5yL2s,19,79,8,[01:19 - 01:27],129
0Oh_4i5yL2s_seg020.wav,"WE'RE LOOKING, 0KW.",0Oh_4i5yL2s,20,87,2,[01:27 - 01:29],19
0Oh_4i5yL2s_seg021.wav,"N0KW, TURN LEFT HEADING 290.",0Oh_4i5yL2s,21,96,2,[01:36 - 01:38],28
0Oh_4i5yL2s_seg022.wav,"290, 0KW.",0Oh_4i5yL2s,22,99,1,[01:39 - 01:40],9
0Oh_4i5yL2s_seg023.wav,"N0KW, THE TRAFFIC FOR YOU TO FOLLOW IS AT 10 O'CLOCK, IN 4 MILES, EASTBOUND, AT 3,500 FEET.",0Oh_4i5yL2s,23,103,5,[01:43 - 01:48],91
0Oh_4i5yL2s_seg024.wav,"IN SIGHT, 0KW.",0Oh_4i5yL2s,24,108,2,[01:48 - 01:50],14
0Oh_4i5yL2s_seg025.wav,"N0KW, FOLLOW THE EMBRAER, CAUTION WAKE TURBULENCE. CLEARED VISUAL APPROACH RUNWAY 9L.",0Oh_4i5yL2s,25,111,5,[01:51 - 01:56],85
0Oh_4i5yL2s_seg026.wav,"CLEARED VISUAL 9L, 0KW.",0Oh_4i5yL2s,26,116,2,[01:56 - 01:58],23
0Oh_4i5yL2s_seg027.wav,"N0KW, VERIFY YOU HAVE THE TRAFFIC AT YOUR 12 O'CLOCK.",0Oh_4i5yL2s,27,124,2,[02:04 - 02:06],53
0Oh_4i5yL2s_seg028.wav,"IN SIGHT, 0KW.",0Oh_4i5yL2s,28,126,2,[02:06 - 02:08],14
0Oh_4i5yL2s_seg029.wav,"OKAY, IT LOOKS LIKE YOU'RE TURNING INSIDE OF HIM.",0Oh_4i5yL2s,29,128,2,[02:08 - 02:10],49
0Oh_4i5yL2s_seg030.wav,"N0KW, ADVISE YOU TURN RIGHT, HEADING AT 270, MAINTAIN 2,500.",0Oh_4i5yL2s,30,136,6,[02:16 - 02:22],60
0Oh_4i5yL2s_seg031.wav,"WE GOT HIM IN SIGHT, 0KW.",0Oh_4i5yL2s,31,143,1,[02:23 - 02:24],25
0Oh_4i5yL2s_seg032.wav,"N0KW, ROGER, HE'S AT YOUR 2 O'CLOCK IN 2 MILES EASTBOUND AT 2,700 FEET.",0Oh_4i5yL2s,32,145,5,[02:25 - 02:30],71
0Oh_4i5yL2s_seg033.wav,"BRICKYARD 3659, IF YOU'RE ON FREQUENCY, CANCEL APPROACH CLEARANCE, CLIMB AND MAINTAIN 4,000.",0Oh_4i5yL2s,33,152,5,[02:32 - 02:37],92
0Oh_4i5yL2s_seg034.wav,"WE'VE GOT A BIG TIME PROBLEM, FOR 0KW. WE'RE OUT OF FUEL.",0Oh_4i5yL2s,34,157,3,[02:37 - 02:40],57
0Oh_4i5yL2s_seg035.wav,"N0KW, THAT TRAFFIC IS MOVING OUT NOW. YOU CAN CONTINUE INBOUND AND CONTACT TOWER 1...",0Oh_4i5yL2s,35,161,4,[02:41 - 02:45],85
0Oh_4i5yL2s_seg036.wav,"NO, I GOT BOTH ENGINES QUIT, 0KW.",0Oh_4i5yL2s,36,165,3,[02:45 - 02:48],33
0Oh_4i5yL2s_seg037.wav,"0KW, WE DON'T HAVE ANY FUEL!",0Oh_4i5yL2s,37,169,2,[02:49 - 02:51],28
0Oh_4i5yL2s_seg038.wav,"ROGER AND THE FIELD IS AT YOUR 11 O'CLOCK, IN 4 MILES.",0Oh_4i5yL2s,38,172,5,[02:52 - 02:57],54
0Oh_4i5yL2s_seg039.wav,I'M GONNA LAND ON A ROAD.,0Oh_4i5yL2s,39,178,1,[02:58 - 02:59],25
0Oh_4i5yL2s_seg040.wav,"YOU GONNA LAND ON A ROAD, YOU SAID?",0Oh_4i5yL2s,40,180,1,[03:00 - 03:01],35
0Oh_4i5yL2s_seg041.wav,AFFIRMATIVE.,0Oh_4i5yL2s,41,181,1,[03:01 - 03:02],12
0Oh_4i5yL2s_seg042.wav,"N0KW, ROGER, THERE IS RUNW... A HIGHWAY THERE. IT'S RUNWAY 83, AT 12 O'CLOCK, IN 2 MILES.",0Oh_4i5yL2s,42,184,8,[03:04 - 03:12],89
0Oh_4i5yL2s_seg043.wav,"N0KW, RADAR CONTACT LOST.",0Oh_4i5yL2s,43,197,2,[03:17 - 03:19],25
10dsKnPoMQs_seg006.wav,"UNITED 1826, CAUTION WAKE TURBULENCE FROM THE HEAVY ON THE UPWIND, RUNWAY 28L CLEARED FOR TAKEOFF.",10dsKnPoMQs,6,9,3,[00:09 - 00:12],98
10dsKnPoMQs_seg007.wav,"28L, CLEARED FOR TAKEOFF, UNITED 1826.",10dsKnPoMQs,7,13,3,[00:13 - 00:16],38
10dsKnPoMQs_seg008.wav,"SOUTHWEST 1179, AT THE APPROACH, CROSS 28L. RUNWAY 28R, LINE UP AND WAIT.",10dsKnPoMQs,8,17,4,[00:17 - 00:21],73
10dsKnPoMQs_seg009.wav,"ALRIGHT, CROSS 28L, LINE UP AND WAIT RUNWAY 28R, SOUTHWEST 1179.",10dsKnPoMQs,9,22,5,[00:22 - 00:27],64
10dsKnPoMQs_seg010.wav,"UNITED 8141, TURN LEFT ON Q, HOLD SHORT OF RUNWAY 28L.",10dsKnPoMQs,10,27,3,[00:27 - 00:30],54
10dsKnPoMQs_seg011.wav,"Q, HOLD SHORT OF 28L, UNITED 8141.",10dsKnPoMQs,11,31,2,[00:31 - 00:33],34
10dsKnPoMQs_seg012.wav,"MEDEVAC 246PH, VISUAL 28R.",10dsKnPoMQs,12,39,2,[00:39 - 00:41],26
10dsKnPoMQs_seg013.wav,"MEDEVAC 246PH, RUNWAY 28R, CLEARED TO LAND.",10dsKnPoMQs,13,41,3,[00:41 - 00:44],43
10dsKnPoMQs_seg014.wav,"CLEARED TO LAND 28R, PH.",10dsKnPoMQs,14,44,2,[00:44 - 00:46],24
10dsKnPoMQs_seg015.wav,AND... UNITED 277 IS GOING AROUND.,10dsKnPoMQs,15,50,2,[00:50 - 00:52],34
10dsKnPoMQs_seg016.wav,"...9, TRAFFIC AT THE PARALLEL WILL BE A RIGHT TURN TO THE NORTH. WIND 240 AT 11, RUNWAY 28R, CLEARED FOR TAKEOFF.",10dsKnPoMQs,16,53,7,[00:53 - 01:00],113
10dsKnPoMQs_seg017.wav,UNITED 277 ON THE GO.,10dsKnPoMQs,17,61,2,[01:01 - 01:03],21
10dsKnPoMQs_seg018.wav,"UNITED 277, GO AROUND.",10dsKnPoMQs,18,65,2,[01:05 - 01:07],22
10dsKnPoMQs_seg019.wav,"ON THE GO, OUT OF 700.",10dsKnPoMQs,19,67,3,[01:07 - 01:10],22
10dsKnPoMQs_seg020.wav,"UNITED 277, TURN LEFT HEADING 260, MAINTAIN 3,100.",10dsKnPoMQs,20,70,4,[01:10 - 01:14],50
10dsKnPoMQs_seg021.wav,"260 AND MAINTAIN 3,600, UNITED 277.",10dsKnPoMQs,21,76,4,[01:16 - 01:20],35
10dsKnPoMQs_seg022.wav,"UNITED 277, MAINTAIN 3,100.",10dsKnPoMQs,22,81,3,[01:21 - 01:24],27
10dsKnPoMQs_seg023.wav,"3,100, UNITED 277.",10dsKnPoMQs,23,84,3,[01:24 - 01:27],18
10dsKnPoMQs_seg024.wav,"UNITED 1826, CONTACT NORCAL.",10dsKnPoMQs,24,88,2,[01:28 - 01:30],28
10dsKnPoMQs_seg025.wav,UNITED 1826.,10dsKnPoMQs,25,91,1,[01:31 - 01:32],12
10dsKnPoMQs_seg026.wav,"UNITED 11... CORRECTION, SOUTHWEST 1179, ARE YOU DEPARTING?",10dsKnPoMQs,26,92,4,[01:32 - 01:36],59
10dsKnPoMQs_seg027.wav,"WE NEV... WE NEVER GOT THAT CLEARANCE, SOMEBODY BLOCKED IT.",10dsKnPoMQs,27,96,4,[01:36 - 01:40],59
10dsKnPoMQs_seg028.wav,"OKAY, SO YOU SHOULDN'T BE ON THE RUNWAY. SOUTHWEST 1179, EXIT AT C2, TURN RIGHT ON C. TRAFFIC'S SHORT FINAL FOR THAT RUNWAY.",10dsKnPoMQs,28,100,6,[01:40 - 01:46],124
10dsKnPoMQs_seg029.wav,"C2, C FOR SOUTHWEST 1179. THE LAST CLEARANCE WE GOT WAS TO LINE UP AND WAIT FOR SOUTHWEST 1179.",10dsKnPoMQs,29,107,7,[01:47 - 01:54],95
10dsKnPoMQs_seg030.wav,I DON'T NEED AN ARGUMENT ON FREQUENCY.,10dsKnPoMQs,30,115,2,[01:55 - 01:57],38
10dsKnPoMQs_seg031.wav,"UNITED 277, CONTACT... ON 135.1.",10dsKnPoMQs,31,118,4,[01:58 - 02:02],32
10dsKnPoMQs_seg032.wav,ALASKA...,10dsKnPoMQs,32,120,1,[02:00 - 02:01],9
10dsKnPoMQs_seg033.wav,"135.1, UNITED 277.",10dsKnPoMQs,33,122,2,[02:02 - 02:04],18
10dsKnPoMQs_seg034.wav,"ALASKA 553, GO AROUND.",10dsKnPoMQs,34,126,2,[02:06 - 02:08],22
10dsKnPoMQs_seg035.wav,"ALASKA 553, IS GOING AROUND.",10dsKnPoMQs,35,128,2,[02:08 - 02:10],28
10dsKnPoMQs_seg036.wav,"ALASKA 553, MAINTAIN... FLY RUNWAY HEADING AND MAINTAIN 3,000.",10dsKnPoMQs,36,132,4,[02:12 - 02:16],62
10dsKnPoMQs_seg037.wav,"RUNWAY HEADING, 3,000, ALASKA 553.",10dsKnPoMQs,37,136,3,[02:16 - 02:19],34
10dsKnPoMQs_seg038.wav,"ALASKA 553, CONTACT NORCAL ON 135.1.",10dsKnPoMQs,38,145,3,[02:25 - 02:28],36
10dsKnPoMQs_seg039.wav,"35.1, GOOD DAY.",10dsKnPoMQs,39,148,2,[02:28 - 02:30],15
10dsKnPoMQs_seg040.wav,WOULD YOU LIKE MEDEVAC 246PH TO SLOW?,10dsKnPoMQs,40,153,2,[02:33 - 02:35],37
10dsKnPoMQs_seg041.wav,"6PH, YOUR DISCRETION. RUNWAY 28R, YOU ARE CLEARED TO LAND. JUST USE CAUTION, THE TWO PREVIOUS ARRIVALS FOR BOTH RUNWAYS WENT AROUND, UNKNOWN REASONS.",10dsKnPoMQs,41,156,9,[02:36 - 02:45],149
10dsKnPoMQs_seg042.wav,WE THANK YOU.,10dsKnPoMQs,42,166,1,[02:46 - 02:47],13
10dsKnPoMQs_seg043.wav,"UNITED 2204, CROSS 28L, CONTACT GROUND.",10dsKnPoMQs,43,168,2,[02:48 - 02:50],39
10dsKnPoMQs_seg044.wav,"CROSS 28L, CONTACT GROUND, UNITED 2204.",10dsKnPoMQs,44,171,2,[02:51 - 02:53],39
1CYaJGSQP_E_seg003.wav,"-SORRY, IS THAT CIRRUS 4252G?",1CYaJGSQP_E,3,9,2,[00:09 - 00:11],29
1CYaJGSQP_E_seg004.wav,"CIRRUS 4252G, HOBBY TOWER, YOU'RE NUMBER 2",1CYaJGSQP_E,4,15,3,[00:15 - 00:18],42
1CYaJGSQP_E_seg005.wav,"FOLLOWING A B737 ON A 3 MILE FINAL. CAUTION WAKE TURBULENCE, RUNWAY 4 CLEARED TO LAND.",1CYaJGSQP_E,5,18,4,[00:18 - 00:22],86
1CYaJGSQP_E_seg006.wav,"N52G, WHAT DID APPROACH TELL YOU BEFORE?",1CYaJGSQP_E,6,27,2,[00:27 - 00:29],40
1CYaJGSQP_E_seg007.wav,PROCEED DIRECT TO THE NUMBERS FOR RUNWAY 4. DIRECT TO HOBBY.,1CYaJGSQP_E,7,35,2,[00:35 - 00:37],60
1CYaJGSQP_E_seg008.wav,...HOBBY. 4252G.,1CYaJGSQP_E,8,38,2,[00:38 - 00:40],16
1CYaJGSQP_E_seg009.wav,"CIRRUS 52G, MAINTAIN MAXIMUM FORWARD SPEED IF ABLE.",1CYaJGSQP_E,9,42,2,[00:42 - 00:44],51
1CYaJGSQP_E_seg010.wav,AND PROCEED DIRECT TO THE NUMBERS. B737 BEHIND IS ON A 9 MILE FINAL FOLLOWING YOU WITH AN 80 KNOTS OVERTAKE.,1CYaJGSQP_E,10,44,6,[00:44 - 00:50],108
1CYaJGSQP_E_seg011.wav,"YEAH, I GOT TRAFFIC BEHIND YOU, JUST GO AROUND AND FLY RUNWAY HEADING NOW.",1CYaJGSQP_E,11,66,3,[01:06 - 01:09],74
1CYaJGSQP_E_seg012.wav,MAINTAIN VFR. I'M GOING TO PUT YOU BACK IN A DOWNWIND FOR RUNWAY 35.,1CYaJGSQP_E,12,70,4,[01:10 - 01:14],68
1CYaJGSQP_E_seg013.wav,THE WINDS ARE 090 AT 13 GUSTS 18. CAN YOU ACCEPT RUNWAY 35?,1CYaJGSQP_E,13,74,4,[01:14 - 01:18],59
1CYaJGSQP_E_seg014.wav,"OKAY, GO AROUND AND LINE UP FOR RUNWAY 35, DOWNWIND.",1CYaJGSQP_E,14,81,3,[01:21 - 01:24],52
1CYaJGSQP_E_seg015.wav,"52G, FLY RUNWAY HEADING FOR RUNWAY 4 RIGHT NOW.",1CYaJGSQP_E,15,86,2,[01:26 - 01:28],47
1CYaJGSQP_E_seg016.wav,"FLY RUNWAY HEADING FOR 4, 4252G.",1CYaJGSQP_E,16,89,2,[01:29 - 01:31],32
1CYaJGSQP_E_seg017.wav,"SOUTHWEST 235, RUNWAY 4 CLEAR TO LAND, NUMBER 1.",1CYaJGSQP_E,17,96,2,[01:36 - 01:38],48
1CYaJGSQP_E_seg018.wav,"CLEARED TO LAND, NUMBER 1, SOUTHWEST 235. RUNWAY 4.",1CYaJGSQP_E,18,99,3,[01:39 - 01:42],51
1CYaJGSQP_E_seg019.wav,"N4252G, WHEN ABLE...",1CYaJGSQP_E,19,103,1,[01:43 - 01:44],20
1CYaJGSQP_E_seg020.wav,...GO AHEAD AND MAKE A RIGHT DOWNWIND NOW FOR RUNWAY 35.,1CYaJGSQP_E,20,105,3,[01:45 - 01:48],56
1CYaJGSQP_E_seg021.wav,"AND THEN WE'LL JUST GO AHEAD AND KEEP THAT RIGHT TURN, RUNWAY 35 CLEAR TO LAND.",1CYaJGSQP_E,21,108,3,[01:48 - 01:51],79
1CYaJGSQP_E_seg022.wav,...B737 ON 5 MILE FINAL TO RUNWAY 4 AND YOU'RE GOING TO BE IN FRONT OF HIM.,1CYaJGSQP_E,22,117,3,[01:57 - 02:00],75
1CYaJGSQP_E_seg023.wav,"4252G, TURNING AROUND FOR RUNWAY 35.",1CYaJGSQP_E,23,124,2,[02:04 - 02:06],36
1CYaJGSQP_E_seg024.wav,"OKAY, 52G, YEAH, JUST ENTER THE RIGHT DOWNWIND FOR RUNWAY 35.",1CYaJGSQP_E,24,127,3,[02:07 - 02:10],61
1CYaJGSQP_E_seg025.wav,"RIGHT DOWNWIND 35, 4252G.",1CYaJGSQP_E,25,132,1,[02:12 - 02:13],25
1CYaJGSQP_E_seg026.wav,"52G, I'LL CALL YOUR RIGHT BASE NOW.",1CYaJGSQP_E,26,134,1,[02:14 - 02:15],35
1CYaJGSQP_E_seg027.wav,"CIRRUS 52G, B737 THAT'S YOUR 2 O'CLOCK AND 3 MILES AT 900 FEET INBOUND FOR RUNWAY 4, ADVISE THAT TRAFFIC IN SIGHT.",1CYaJGSQP_E,27,148,6,[02:28 - 02:34],114
1CYaJGSQP_E_seg028.wav,"I HAVE TRAFFIC IN SIGHT, 4252G.",1CYaJGSQP_E,28,155,1,[02:35 - 02:36],31
1CYaJGSQP_E_seg029.wav,"N52G, MAKE A RIGHT BASE BEHIND THAT TRAFFIC FOR RUNWAY 35, CLEAR TO LAND.",1CYaJGSQP_E,29,158,3,[02:38 - 02:41],73
1CYaJGSQP_E_seg030.wav,"YOU'RE GOING TO BE FOLLOWING THEM, THEY'RE GOING TO BE LANDING ACROSS FROM INFRONT YOUR ARRIVAL.",1CYaJGSQP_E,30,161,4,[02:41 - 02:45],96
1CYaJGSQP_E_seg031.wav,"WE'LL MAKE A RIGHT BASE FOLLOWING THEM, 4252G FOR 35.",1CYaJGSQP_E,31,166,3,[02:46 - 02:49],53
1CYaJGSQP_E_seg032.wav,"SOUTHWEST 3564, CIRRUS TRAFFIC AHEAD AND TO YOUR RIGHT HAND SIDE, IT'S GOING TO MAKE A RIGHT BASE BEHIND YOUR LANDING ACROSS FROM RUNWAY BEHIND YOU.",1CYaJGSQP_E,32,170,7,[02:50 - 02:57],148
1CYaJGSQP_E_seg033.wav,SOUTHWEST 3564.,1CYaJGSQP_E,33,177,1,[02:57 - 02:58],15
1CYaJGSQP_E_seg034.wav,"SOUTH.... CIRRUS 52G, MAKE... TURN LEFT HEADING 30°.",1CYaJGSQP_E,34,180,3,[03:00 - 03:03],52
1CYaJGSQP_E_seg035.wav,"LEFT HEADING 30°, 4252G.",1CYaJGSQP_E,35,185,2,[03:05 - 03:07],24
1CYaJGSQP_E_seg036.wav,"CIRRUS 52G, DID YOU WANT TO FOLLOW THE B737 TO RUNWAY 4?",1CYaJGSQP_E,36,194,3,[03:14 - 03:17],56
1CYaJGSQP_E_seg037.wav,"YES, THAT WOULD BE GREAT, 4252G.",1CYaJGSQP_E,37,200,2,[03:20 - 03:22],32
1CYaJGSQP_E_seg038.wav,"CIRRUS 52G, ROGER, FOLLOW THE B737 AND TO RUNWAY 4, CLEARED TO LAND.",1CYaJGSQP_E,38,203,4,[03:23 - 03:27],68
1CYaJGSQP_E_seg039.wav,"SO AM I TURNING A RIGHT BASE NOW, 4252G?",1CYaJGSQP_E,39,210,2,[03:30 - 03:32],40
