audio_filename,video_id,segment_num,transcription,reason,matched_keywords,duration
4bsyJit6u4k_seg003.wav,4bsyJit6u4k,3,VISUALIZED,metadata,['VISUALIZED'],
4bsyJit6u4k_seg004.wav,4bsyJit6u4k,4,MAP AND ANIMATION CREATED BY A. VEYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
4bsyJit6u4k_seg005.wav,4bsyJit6u4k,5,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
4bsyJit6u4k_seg006.wav,4bsyJit6u4k,6,ATC AUDIO,metadata,['ATC AUDIO'],
4m-b-FPXREM_seg001.wav,4m-b-FPXREM,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
4mdplwYDBNU_seg001.wav,4mdplwYDBNU,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
5CBFimfZV70_seg001.wav,5CBFimfZV70,1,ATC AUDIO,metadata,['ATC AUDIO'],
5CBFimfZV70_seg002.wav,5CBFimfZV70,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
5CBFimfZV70_seg003.wav,5CBFimfZV70,3,VISUALIZED,metadata,['VISUALIZED'],
5CBFimfZV70_seg004.wav,5CBFimfZV70,4,MAP AND ANIMATION CREATED BY A. TEYSSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
5TA1QldUTcs_seg001.wav,5TA1QldUTcs,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
5TA1QldUTcs_seg002.wav,5TA1QldUTcs,2,MAP AND ANIMATION CREATED BY: A. TAYSOM AUDIO SOURCE: WWW.LIVEATC.COM,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
5TA1QldUTcs_seg003.wav,5TA1QldUTcs,3,ATC AUDIO,metadata,['ATC AUDIO'],
65r_hNt51_Y_seg001.wav,65r_hNt51_Y,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
6QqiqXalfo8_seg001.wav,6QqiqXalfo8,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
7ChSXtSz1FY_seg001.wav,7ChSXtSz1FY,1,ATC AUDIO,metadata,['ATC AUDIO'],
7ChSXtSz1FY_seg002.wav,7ChSXtSz1FY,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
7ChSXtSz1FY_seg003.wav,7ChSXtSz1FY,3,VISUALIZED,metadata,['VISUALIZED'],
7ChSXtSz1FY_seg004.wav,7ChSXtSz1FY,4,MAP AND ANIMATION CREATED BY A. WYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
7ChSXtSz1FY_seg005.wav,7ChSXtSz1FY,5,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
7NX3L-CLlyw_seg001.wav,7NX3L-CLlyw,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
7NX3L-CLlyw_seg003.wav,7NX3L-CLlyw,3,ATC AUDIO,metadata,['ATC AUDIO'],
7cmUUTsvIdw_seg001.wav,7cmUUTsvIdw,1,ATC AUDIO,metadata,['ATC AUDIO'],
7cmUUTsvIdw_seg002.wav,7cmUUTsvIdw,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
7cmUUTsvIdw_seg003.wav,7cmUUTsvIdw,3,VISUALIZED,metadata,['VISUALIZED'],
7cmUUTsvIdw_seg005.wav,7cmUUTsvIdw,5,MAP AND ANIMATION CREATED BY A_DRISIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
7cmUUTsvIdw_seg006.wav,7cmUUTsvIdw,6,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
7cmUUTsvIdw_seg007.wav,7cmUUTsvIdw,7,ATC AUDIO,metadata,['ATC AUDIO'],
7m0J6b_v_Kw_seg001.wav,7m0J6b_v_Kw,1,ATC AUDIO,metadata,['ATC AUDIO'],
7m0J6b_v_Kw_seg002.wav,7m0J6b_v_Kw,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
8LfhHEagwDA_seg001.wav,8LfhHEagwDA,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
8LfhHEagwDA_seg002.wav,8LfhHEagwDA,2,VISUALIZED,metadata,['VISUALIZED'],
8LfhHEagwDA_seg003.wav,8LfhHEagwDA,3,MAP AND ANIMATION CREATED BY A. JEYSIN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
8QQ8R2yOYfs_seg001.wav,8QQ8R2yOYfs,1,ATC AUDIO,metadata,['ATC AUDIO'],
8QQ8R2yOYfs_seg002.wav,8QQ8R2yOYfs,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
8QQ8R2yOYfs_seg003.wav,8QQ8R2yOYfs,3,VISUALIZED,metadata,['VISUALIZED'],
8QQ8R2yOYfs_seg004.wav,8QQ8R2yOYfs,4,MAP AND ANIMATION CREATED BY: A. TAYSIN AUDIO SOURCE - WWW.LIVEATC.COM,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
8RL8XUzpWnw_seg001.wav,8RL8XUzpWnw,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
8RL8XUzpWnw_seg002.wav,8RL8XUzpWnw,2,MAP AND ANIMATION CREATED BY A. IVYSYN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
8n-zAhLn9jI_seg001.wav,8n-zAhLn9jI,1,ATC AUDIO,metadata,['ATC AUDIO'],
8zJCk5_sRmU_seg001.wav,8zJCk5_sRmU,1,ATC AUDIO,metadata,['ATC AUDIO'],
8zJCk5_sRmU_seg002.wav,8zJCk5_sRmU,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
8zJCk5_sRmU_seg003.wav,8zJCk5_sRmU,3,VISUALIZED,metadata,['VISUALIZED'],
9jsL45LkboY_seg001.wav,9jsL45LkboY,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
9mC_WYh1c_8_seg001.wav,9mC_WYh1c_8,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
9mC_WYh1c_8_seg002.wav,9mC_WYh1c_8,2,MAP AND ANIMATION CREATED BY A.TAYSIN AUDIO SOURCE : WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
A7Saf_bijtg_seg001.wav,A7Saf_bijtg,1,ATC AUDIO,metadata,['ATC AUDIO'],
A7Saf_bijtg_seg002.wav,A7Saf_bijtg,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
A7Saf_bijtg_seg003.wav,A7Saf_bijtg,3,VISUALIZED,metadata,['VISUALIZED'],
A7Saf_bijtg_seg004.wav,A7Saf_bijtg,4,MAP AND ANIMATION CREATED BY A.TAYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
A7Saf_bijtg_seg005.wav,A7Saf_bijtg,5,AUDIO SOURCE: WWW.LIVEATC.COM,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
ABbeA8Rmpe8_seg001.wav,ABbeA8Rmpe8,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
ABbeA8Rmpe8_seg002.wav,ABbeA8Rmpe8,2,MAP AND ANIMATION CREATED BY VASAVIATION,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
ABbeA8Rmpe8_seg003.wav,ABbeA8Rmpe8,3,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
AYo_6CcaGUE_seg001.wav,AYo_6CcaGUE,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
AYo_6CcaGUE_seg002.wav,AYo_6CcaGUE,2,MAP AND ANIMATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
AwzRUSzNFp8_seg001.wav,AwzRUSzNFp8,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
AwzRUSzNFp8_seg002.wav,AwzRUSzNFp8,2,MAP AND ANIMATION CREATED BY A. VEYSIN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
AzhdR3-ijXM_seg001.wav,AzhdR3-ijXM,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
B7V3ic01chI_seg001.wav,B7V3ic01chI,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
B7V3ic01chI_seg002.wav,B7V3ic01chI,2,MAP AND ANIMATION CREATED BY A. VEYSIN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
BCQxrvXDB2A_seg001.wav,BCQxrvXDB2A,1,ATC AUDIO,metadata,['ATC AUDIO'],
BCQxrvXDB2A_seg002.wav,BCQxrvXDB2A,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
BZzrQ4cWWUM_seg001.wav,BZzrQ4cWWUM,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
BZzrQ4cWWUM_seg002.wav,BZzrQ4cWWUM,2,VISUALIZED,metadata,['VISUALIZED'],
BaRl0AON8BE_seg001.wav,BaRl0AON8BE,1,ATC AUDIO,metadata,['ATC AUDIO'],
BaRl0AON8BE_seg002.wav,BaRl0AON8BE,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
BaRl0AON8BE_seg003.wav,BaRl0AON8BE,3,VISUALIZED,metadata,['VISUALIZED'],
BaRl0AON8BE_seg004.wav,BaRl0AON8BE,4,MAP AND ANIMATION CREATED BY A. JYSEN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
BaRl0AON8BE_seg005.wav,BaRl0AON8BE,5,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
BaRl0AON8BE_seg006.wav,BaRl0AON8BE,6,ATC AUDIO,metadata,['ATC AUDIO'],
Bhqxmo9GVwo_seg001.wav,Bhqxmo9GVwo,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
Bhqxmo9GVwo_seg002.wav,Bhqxmo9GVwo,2,MAP AND ANIMATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
Cb47zdaOFvQ_seg001.wav,Cb47zdaOFvQ,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
Cb47zdaOFvQ_seg002.wav,Cb47zdaOFvQ,2,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
Cb47zdaOFvQ_seg003.wav,Cb47zdaOFvQ,3,MAP AND ANIMATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
Cb47zdaOFvQ_seg004.wav,Cb47zdaOFvQ,4,ATC AUDIO,metadata,['ATC AUDIO'],
Cb47zdaOFvQ_seg012.wav,Cb47zdaOFvQ,12,MAP AND ANIMATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
Cb47zdaOFvQ_seg013.wav,Cb47zdaOFvQ,13,ATC AUDIO,metadata,['ATC AUDIO'],
CeZvHhz8O3w_seg001.wav,CeZvHhz8O3w,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
CeZvHhz8O3w_seg002.wav,CeZvHhz8O3w,2,MAP AND ANIMATION CREATED BY A.TAYSOM AUDIO SOURCE : WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
CmqNDJ9xI3k_seg001.wav,CmqNDJ9xI3k,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
CmqNDJ9xI3k_seg002.wav,CmqNDJ9xI3k,2,MAP AND ANIMATION CREATED BY A. JENSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
DBDmmf38Yj8_seg001.wav,DBDmmf38Yj8,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
DBDmmf38Yj8_seg002.wav,DBDmmf38Yj8,2,MAP AND ANIMATION CREATED BY A. TAYSIN AUDIO SOURCE: WWW.LIVEATC.COM,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
DCCTkYuslPM_seg001.wav,DCCTkYuslPM,1,ATC AUDIO,metadata,['ATC AUDIO'],
DCCTkYuslPM_seg002.wav,DCCTkYuslPM,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
DhZgHU40PCA_seg001.wav,DhZgHU40PCA,1,ATC AUDIO,metadata,['ATC AUDIO'],
DhZgHU40PCA_seg002.wav,DhZgHU40PCA,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
DhZgHU40PCA_seg003.wav,DhZgHU40PCA,3,VISUALIZED,metadata,['VISUALIZED'],
DhZgHU40PCA_seg004.wav,DhZgHU40PCA,4,MAP AND ANIMATION CREATED BY A. WYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
DhZgHU40PCA_seg005.wav,DhZgHU40PCA,5,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
Dubc-6bdZxc_seg001.wav,Dubc-6bdZxc,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
E4Cv5IpJKPQ_seg001.wav,E4Cv5IpJKPQ,1,ATC AUDIO,metadata,['ATC AUDIO'],
E4Cv5IpJKPQ_seg002.wav,E4Cv5IpJKPQ,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
E4Cv5IpJKPQ_seg003.wav,E4Cv5IpJKPQ,3,VISUALIZED,metadata,['VISUALIZED'],
E4Cv5IpJKPQ_seg004.wav,E4Cv5IpJKPQ,4,MAP AND ANIMATION CREATED BY A. TAYSON AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
E4Cv5IpJKPQ_seg005.wav,E4Cv5IpJKPQ,5,ATC AUDIO,metadata,['ATC AUDIO'],
Ejkw20iXKvY_seg001.wav,Ejkw20iXKvY,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
FLg5Oklyra4_seg001.wav,FLg5Oklyra4,1,ATC AUDIO YOUTUBE CHANNEL,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL']",
FLg5Oklyra4_seg002.wav,FLg5Oklyra4,2,MAP AND ANIMATION CREATED BY: A. TAYSIN AUDIO SOURCE: WWW.LIVEATC.COM,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
FXbHudKjY48_seg001.wav,FXbHudKjY48,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
FXbHudKjY48_seg002.wav,FXbHudKjY48,2,MAP AND ANIMATION CREATED BY: A.TAYSON AUDIO SOURCE : WWW.LIVEATC.COM,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.COM']",
FkAPkC6DZ3o_seg001.wav,FkAPkC6DZ3o,1,ATC AUDIO YOUTUBE CHANNEL VISUALIZED,metadata,"['ATC AUDIO', 'YOUTUBE', 'CHANNEL', 'VISUALIZED']",
G7z06IGXOQE_seg001.wav,G7z06IGXOQE,1,ATC AUDIO,metadata,['ATC AUDIO'],
G7z06IGXOQE_seg002.wav,G7z06IGXOQE,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
GVpfOvVgHtY_seg001.wav,GVpfOvVgHtY,1,MAP AND ANIMATION CREATED BY A. WYSEN AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['MAP AND ANIMATION', 'CREATED BY', 'AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
Gn0Qb-1EHVc_seg001.wav,Gn0Qb-1EHVc,1,ATC AUDIO,metadata,['ATC AUDIO'],
Gn0Qb-1EHVc_seg002.wav,Gn0Qb-1EHVc,2,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
Gn0Qb-1EHVc_seg003.wav,Gn0Qb-1EHVc,3,YOUTUBE CHANNEL,metadata,"['YOUTUBE', 'CHANNEL']",
Gn0Qb-1EHVc_seg004.wav,Gn0Qb-1EHVc,4,MAP AND ANIMATION CREATED BY A. WYSIN,metadata,"['MAP AND ANIMATION', 'CREATED BY']",
Gn0Qb-1EHVc_seg005.wav,Gn0Qb-1EHVc,5,AUDIO SOURCE: WWW.LIVEATC.NET,metadata,"['AUDIO SOURCE', 'WWW.', 'LIVEATC.NET']",
